time,fmu.x
1.399, 0.254187
1.4, 0.228768
1.401, 0.228768
1.402, 0.228768
1.403, 0.228768
1.404, 0.228768
1.405, 0.228768
1.406, 0.228768
1.407, 0.228768
1.408, 0.228768
1.409, 0.228768
1.41, 0.228768
1.411, 0.228768
1.412, 0.228768
1.413, 0.228768
1.414, 0.228768
1.415, 0.228768
1.416, 0.228768
1.417, 0.228768
1.418, 0.228768
1.419, 0.228768
1.42, 0.228768
1.421, 0.228768
1.422, 0.228768
1.423, 0.228768
1.424, 0.228768
1.425, 0.228768
1.426, 0.228768
1.427, 0.228768
1.428, 0.228768
1.429, 0.228768
1.43, 0.228768
1.431, 0.228768
1.432, 0.228768
1.433, 0.228768
1.434, 0.228768
1.435, 0.228768
1.436, 0.228768
1.437, 0.228768
1.438, 0.228768
1.439, 0.228768
1.44, 0.228768
1.441, 0.228768
1.442, 0.228768
1.443, 0.228768
1.444, 0.228768
1.445, 0.228768
1.446, 0.228768
1.447, 0.228768
1.448, 0.228768
1.449, 0.228768
1.45, 0.228768
1.451, 0.228768
1.452, 0.228768
1.453, 0.228768
1.454, 0.228768
1.455, 0.228768
1.456, 0.228768
1.457, 0.228768
1.458, 0.228768
1.459, 0.228768
1.46, 0.228768
1.461, 0.228768
1.462, 0.228768
1.463, 0.228768
1.464, 0.228768
1.465, 0.228768
1.466, 0.228768
1.467, 0.228768
1.468, 0.228768
1.469, 0.228768
1.47, 0.228768
1.471, 0.228768
1.472, 0.228768
1.473, 0.228768
1.474, 0.228768
1.475, 0.228768
1.476, 0.228768
1.477, 0.228768
1.478, 0.228768
1.479, 0.228768
1.48, 0.228768
1.481, 0.228768
1.482, 0.228768
1.483, 0.228768
1.484, 0.228768
1.485, 0.228768
1.486, 0.228768
1.487, 0.228768
1.488, 0.228768
1.489, 0.228768
1.49, 0.228768
1.491, 0.228768
1.492, 0.228768
1.493, 0.228768
1.494, 0.228768
1.495, 0.228768
1.496, 0.228768
1.497, 0.228768
1.498, 0.228768
1.499, 0.228768
1.5, 0.205891
1.501, 0.205891
1.502, 0.205891
1.503, 0.205891
1.504, 0.205891
1.505, 0.205891
1.506, 0.205891
1.507, 0.205891
1.508, 0.205891
1.509, 0.205891
1.51, 0.205891
1.511, 0.205891
1.512, 0.205891
1.513, 0.205891
1.514, 0.205891
1.515, 0.205891
1.516, 0.205891
1.517, 0.205891
1.518, 0.205891
1.519, 0.205891
1.52, 0.205891
1.521, 0.205891
1.522, 0.205891
1.523, 0.205891
1.524, 0.205891
1.525, 0.205891
1.526, 0.205891
1.527, 0.205891
1.528, 0.205891
1.529, 0.205891
1.53, 0.205891
1.531, 0.205891
1.532, 0.205891
1.533, 0.205891
1.534, 0.205891
1.535, 0.205891
1.536, 0.205891
1.537, 0.205891
1.538, 0.205891
1.539, 0.205891
1.54, 0.205891
1.541, 0.205891
1.542, 0.205891
1.543, 0.205891
1.544, 0.205891
1.545, 0.205891
1.546, 0.205891
1.547, 0.205891
1.548, 0.205891
1.549, 0.205891
1.55, 0.205891
1.551, 0.205891
1.552, 0.205891
1.553, 0.205891
1.554, 0.205891
1.555, 0.205891
1.556, 0.205891
1.557, 0.205891
1.558, 0.205891
1.559, 0.205891
1.56, 0.205891
1.561, 0.205891
1.562, 0.205891
1.563, 0.205891
1.564, 0.205891
1.565, 0.205891
1.566, 0.205891
1.567, 0.205891
1.568, 0.205891
1.569, 0.205891
1.57, 0.205891
1.571, 0.205891
1.572, 0.205891
1.573, 0.205891
1.574, 0.205891
1.575, 0.205891
1.576, 0.205891
1.577, 0.205891
1.578, 0.205891
1.579, 0.205891
1.58, 0.205891
1.581, 0.205891
1.582, 0.205891
1.583, 0.205891
1.584, 0.205891
1.585, 0.205891
1.586, 0.205891
1.587, 0.205891
1.588, 0.205891
1.589, 0.205891
1.59, 0.205891
1.591, 0.205891
1.592, 0.205891
1.593, 0.205891
1.594, 0.205891
1.595, 0.205891
1.596, 0.205891
1.597, 0.205891
1.598, 0.205891
1.599, 0.205891
1.6, 0.185302
1.601, 0.185302
1.602, 0.185302
1.603, 0.185302
1.604, 0.185302
1.605, 0.185302
1.606, 0.185302
1.607, 0.185302
1.608, 0.185302
1.609, 0.185302
1.61, 0.185302
1.611, 0.185302
1.612, 0.185302
1.613, 0.185302
1.614, 0.185302
1.615, 0.185302
1.616, 0.185302
1.617, 0.185302
1.618, 0.185302
1.619, 0.185302
1.62, 0.185302
1.621, 0.185302
1.622, 0.185302
1.623, 0.185302
1.624, 0.185302
1.625, 0.185302
1.626, 0.185302
1.627, 0.185302
1.628, 0.185302
1.629, 0.185302
1.63, 0.185302
1.631, 0.185302
1.632, 0.185302
1.633, 0.185302
1.634, 0.185302
1.635, 0.185302
1.636, 0.185302
1.637, 0.185302
1.638, 0.185302
1.639, 0.185302
1.64, 0.185302
1.641, 0.185302
1.642, 0.185302
1.643, 0.185302
1.644, 0.185302
1.645, 0.185302
1.646, 0.185302
1.647, 0.185302
1.648, 0.185302
1.649, 0.185302
1.65, 0.185302
1.651, 0.185302
1.652, 0.185302
1.653, 0.185302
1.654, 0.185302
1.655, 0.185302
1.656, 0.185302
1.657, 0.185302
1.658, 0.185302
1.659, 0.185302
1.66, 0.185302
1.661, 0.185302
1.662, 0.185302
1.663, 0.185302
1.664, 0.185302
1.665, 0.185302
1.666, 0.185302
1.667, 0.185302
1.668, 0.185302
1.669, 0.185302
1.67, 0.185302
1.671, 0.185302
1.672, 0.185302
1.673, 0.185302
1.674, 0.185302
1.675, 0.185302
1.676, 0.185302
1.677, 0.185302
1.678, 0.185302
1.679, 0.185302
1.68, 0.185302
1.681, 0.185302
1.682, 0.185302
1.683, 0.185302
1.684, 0.185302
1.685, 0.185302
1.686, 0.185302
1.687, 0.185302
1.688, 0.185302
1.689, 0.185302
1.69, 0.185302
1.691, 0.185302
1.692, 0.185302
1.693, 0.185302
1.694, 0.185302
1.695, 0.185302
1.696, 0.185302
1.697, 0.185302
1.698, 0.185302
1.699, 0.185302
1.7, 0.166772
1.701, 0.166772
1.702, 0.166772
1.703, 0.166772
1.704, 0.166772
1.705, 0.166772
1.706, 0.166772
1.707, 0.166772
1.708, 0.166772
1.709, 0.166772
1.71, 0.166772
1.711, 0.166772
1.712, 0.166772
1.713, 0.166772
1.714, 0.166772
1.715, 0.166772
1.716, 0.166772
1.717, 0.166772
1.718, 0.166772
1.719, 0.166772
1.72, 0.166772
1.721, 0.166772
1.722, 0.166772
1.723, 0.166772
1.724, 0.166772
1.725, 0.166772
1.726, 0.166772
1.727, 0.166772
1.728, 0.166772
1.729, 0.166772
1.73, 0.166772
1.731, 0.166772
1.732, 0.166772
1.733, 0.166772
1.734, 0.166772
1.735, 0.166772
1.736, 0.166772
1.737, 0.166772
1.738, 0.166772
1.739, 0.166772
1.74, 0.166772
1.741, 0.166772
1.742, 0.166772
1.743, 0.166772
1.744, 0.166772
1.745, 0.166772
1.746, 0.166772
1.747, 0.166772
1.748, 0.166772
1.749, 0.166772
1.75, 0.166772
1.751, 0.166772
1.752, 0.166772
1.753, 0.166772
1.754, 0.166772
1.755, 0.166772
1.756, 0.166772
1.757, 0.166772
1.758, 0.166772
1.759, 0.166772
1.76, 0.166772
1.761, 0.166772
1.762, 0.166772
1.763, 0.166772
1.764, 0.166772
1.765, 0.166772
1.766, 0.166772
1.767, 0.166772
1.768, 0.166772
1.769, 0.166772
1.77, 0.166772
1.771, 0.166772
1.772, 0.166772
1.773, 0.166772
1.774, 0.166772
1.775, 0.166772
1.776, 0.166772
1.777, 0.166772
1.778, 0.166772
1.779, 0.166772
1.78, 0.166772
1.781, 0.166772
1.782, 0.166772
1.783, 0.166772
1.784, 0.166772
1.785, 0.166772
1.786, 0.166772
1.787, 0.166772
1.788, 0.166772
1.789, 0.166772
1.79, 0.166772
1.791, 0.166772
1.792, 0.166772
1.793, 0.166772
1.794, 0.166772
1.795, 0.166772
1.796, 0.166772
1.797, 0.166772
1.798, 0.166772
1.799, 0.166772
1.8, 0.150095
1.801, 0.150095
1.802, 0.150095
1.803, 0.150095
1.804, 0.150095
1.805, 0.150095
1.806, 0.150095
1.807, 0.150095
1.808, 0.150095
1.809, 0.150095
1.81, 0.150095
1.811, 0.150095
1.812, 0.150095
1.813, 0.150095
1.814, 0.150095
1.815, 0.150095
1.816, 0.150095
1.817, 0.150095
1.818, 0.150095
1.819, 0.150095
1.82, 0.150095
1.821, 0.150095
1.822, 0.150095
1.823, 0.150095
1.824, 0.150095
1.825, 0.150095
1.826, 0.150095
1.827, 0.150095
1.828, 0.150095
1.829, 0.150095
1.83, 0.150095
1.831, 0.150095
1.832, 0.150095
1.833, 0.150095
1.834, 0.150095
1.835, 0.150095
1.836, 0.150095
1.837, 0.150095
1.838, 0.150095
1.839, 0.150095
1.84, 0.150095
1.841, 0.150095
1.842, 0.150095
1.843, 0.150095
1.844, 0.150095
1.845, 0.150095
1.846, 0.150095
1.847, 0.150095
1.848, 0.150095
1.849, 0.150095
1.85, 0.150095
1.851, 0.150095
1.852, 0.150095
1.853, 0.150095
1.854, 0.150095
1.855, 0.150095
1.856, 0.150095
1.857, 0.150095
1.858, 0.150095
1.859, 0.150095
1.86, 0.150095
1.861, 0.150095
1.862, 0.150095
1.863, 0.150095
1.864, 0.150095
1.865, 0.150095
1.866, 0.150095
1.867, 0.150095
1.868, 0.150095
1.869, 0.150095
1.87, 0.150095
1.871, 0.150095
1.872, 0.150095
1.873, 0.150095
1.874, 0.150095
1.875, 0.150095
1.876, 0.150095
1.877, 0.150095
1.878, 0.150095
1.879, 0.150095
1.88, 0.150095
1.881, 0.150095
1.882, 0.150095
1.883, 0.150095
1.884, 0.150095
1.885, 0.150095
1.886, 0.150095
1.887, 0.150095
1.888, 0.150095
1.889, 0.150095
1.89, 0.150095
1.891, 0.150095
1.892, 0.150095
1.893, 0.150095
1.894, 0.150095
1.895, 0.150095
1.896, 0.150095
1.897, 0.150095
1.898, 0.150095
1.899, 0.150095
1.9, 0.135085
1.901, 0.135085
1.902, 0.135085
1.903, 0.135085
1.904, 0.135085
1.905, 0.135085
1.906, 0.135085
1.907, 0.135085
1.908, 0.135085
1.909, 0.135085
1.91, 0.135085
1.911, 0.135085
1.912, 0.135085
1.913, 0.135085
1.914, 0.135085
1.915, 0.135085
1.916, 0.135085
1.917, 0.135085
1.918, 0.135085
1.919, 0.135085
1.92, 0.135085
1.921, 0.135085
1.922, 0.135085
1.923, 0.135085
1.924, 0.135085
1.925, 0.135085
1.926, 0.135085
1.927, 0.135085
1.928, 0.135085
1.929, 0.135085
1.93, 0.135085
1.931, 0.135085
1.932, 0.135085
1.933, 0.135085
1.934, 0.135085
1.935, 0.135085
1.936, 0.135085
1.937, 0.135085
1.938, 0.135085
1.939, 0.135085
1.94, 0.135085
1.941, 0.135085
1.942, 0.135085
1.943, 0.135085
1.944, 0.135085
1.945, 0.135085
1.946, 0.135085
1.947, 0.135085
1.948, 0.135085
1.949, 0.135085
1.95, 0.135085
1.951, 0.135085
1.952, 0.135085
1.953, 0.135085
1.954, 0.135085
1.955, 0.135085
1.956, 0.135085
1.957, 0.135085
1.958, 0.135085
1.959, 0.135085
1.96, 0.135085
1.961, 0.135085
1.962, 0.135085
1.963, 0.135085
1.964, 0.135085
1.965, 0.135085
1.966, 0.135085
1.967, 0.135085
1.968, 0.135085
1.969, 0.135085
1.97, 0.135085
1.971, 0.135085
1.972, 0.135085
1.973, 0.135085
1.974, 0.135085
1.975, 0.135085
1.976, 0.135085
1.977, 0.135085
1.978, 0.135085
1.979, 0.135085
1.98, 0.135085
1.981, 0.135085
1.982, 0.135085
1.983, 0.135085
1.984, 0.135085
1.985, 0.135085
1.986, 0.135085
1.987, 0.135085
1.988, 0.135085
1.989, 0.135085
1.99, 0.135085
1.991, 0.135085
1.992, 0.135085
1.993, 0.135085
1.994, 0.135085
1.995, 0.135085
1.996, 0.135085
1.997, 0.135085
1.998, 0.135085
1.999, 0.135085
2, 0.121577
2.001, 0.121577
2.002, 0.121577
2.003, 0.121577
2.004, 0.121577
2.005, 0.121577
2.006, 0.121577
2.007, 0.121577
2.008, 0.121577
2.009, 0.121577
2.01, 0.121577
2.011, 0.121577
2.012, 0.121577
2.013, 0.121577
2.014, 0.121577
2.015, 0.121577
2.016, 0.121577
2.017, 0.121577
2.018, 0.121577
2.019, 0.121577
2.02, 0.121577
2.021, 0.121577
2.022, 0.121577
2.023, 0.121577
2.024, 0.121577
2.025, 0.121577
2.026, 0.121577
2.027, 0.121577
2.028, 0.121577
2.029, 0.121577
2.03, 0.121577
2.031, 0.121577
2.032, 0.121577
2.033, 0.121577
2.034, 0.121577
2.035, 0.121577
2.036, 0.121577
2.037, 0.121577
2.038, 0.121577
2.039, 0.121577
2.04, 0.121577
2.041, 0.121577
2.042, 0.121577
2.043, 0.121577
2.044, 0.121577
2.045, 0.121577
2.046, 0.121577
2.047, 0.121577
2.048, 0.121577
2.049, 0.121577
2.05, 0.121577
2.051, 0.121577
2.052, 0.121577
2.053, 0.121577
2.054, 0.121577
2.055, 0.121577
2.056, 0.121577
2.057, 0.121577
2.058, 0.121577
2.059, 0.121577
2.06, 0.121577
2.061, 0.121577
2.062, 0.121577
2.063, 0.121577
2.064, 0.121577
2.065, 0.121577
2.066, 0.121577
2.067, 0.121577
2.068, 0.121577
2.069, 0.121577
2.07, 0.121577
2.071, 0.121577
2.072, 0.121577
2.073, 0.121577
2.074, 0.121577
2.075, 0.121577
2.076, 0.121577
2.077, 0.121577
2.078, 0.121577
2.079, 0.121577
2.08, 0.121577
2.081, 0.121577
2.082, 0.121577
2.083, 0.121577
2.084, 0.121577
2.085, 0.121577
2.086, 0.121577
2.087, 0.121577
2.088, 0.121577
2.089, 0.121577
2.09, 0.121577
2.091, 0.121577
2.092, 0.121577
2.093, 0.121577
2.094, 0.121577
2.095, 0.121577
2.096, 0.121577
2.097, 0.121577
2.098, 0.121577
2.099, 0.121577
2.1, 0.109419
2.101, 0.109419
2.102, 0.109419
2.103, 0.109419
2.104, 0.109419
2.105, 0.109419
2.106, 0.109419
2.107, 0.109419
2.108, 0.109419
2.109, 0.109419
2.11, 0.109419
2.111, 0.109419
2.112, 0.109419
2.113, 0.109419
2.114, 0.109419
2.115, 0.109419
2.116, 0.109419
2.117, 0.109419
2.118, 0.109419
2.119, 0.109419
2.12, 0.109419
2.121, 0.109419
2.122, 0.109419
2.123, 0.109419
2.124, 0.109419
2.125, 0.109419
2.126, 0.109419
2.127, 0.109419
2.128, 0.109419
2.129, 0.109419
2.13, 0.109419
2.131, 0.109419
2.132, 0.109419
2.133, 0.109419
2.134, 0.109419
2.135, 0.109419
2.136, 0.109419
2.137, 0.109419
2.138, 0.109419
2.139, 0.109419
2.14, 0.109419
2.141, 0.109419
2.142, 0.109419
2.143, 0.109419
2.144, 0.109419
2.145, 0.109419
2.146, 0.109419
2.147, 0.109419
2.148, 0.109419
2.149, 0.109419
2.15, 0.109419
2.151, 0.109419
2.152, 0.109419
2.153, 0.109419
2.154, 0.109419
2.155, 0.109419
2.156, 0.109419
2.157, 0.109419
2.158, 0.109419
2.159, 0.109419
2.16, 0.109419
2.161, 0.109419
2.162, 0.109419
2.163, 0.109419
2.164, 0.109419
2.165, 0.109419
2.166, 0.109419
2.167, 0.109419
2.168, 0.109419
2.169, 0.109419
2.17, 0.109419
2.171, 0.109419
2.172, 0.109419
2.173, 0.109419
2.174, 0.109419
2.175, 0.109419
2.176, 0.109419
2.177, 0.109419
2.178, 0.109419
2.179, 0.109419
2.18, 0.109419
2.181, 0.109419
2.182, 0.109419
2.183, 0.109419
2.184, 0.109419
2.185, 0.109419
2.186, 0.109419
2.187, 0.109419
2.188, 0.109419
2.189, 0.109419
2.19, 0.109419
2.191, 0.109419
2.192, 0.109419
2.193, 0.109419
2.194, 0.109419
2.195, 0.109419
2.196, 0.109419
2.197, 0.109419
2.198, 0.109419
2.199, 0.109419
2.2, 0.098477
2.201, 0.098477
2.202, 0.098477
2.203, 0.098477
2.204, 0.098477
2.205, 0.098477
2.206, 0.098477
2.207, 0.098477
2.208, 0.098477
2.209, 0.098477
2.21, 0.098477
2.211, 0.098477
2.212, 0.098477
2.213, 0.098477
2.214, 0.098477
2.215, 0.098477
2.216, 0.098477
2.217, 0.098477
2.218, 0.098477
2.219, 0.098477
2.22, 0.098477
2.221, 0.098477
2.222, 0.098477
2.223, 0.098477
2.224, 0.098477
2.225, 0.098477
2.226, 0.098477
2.227, 0.098477
2.228, 0.098477
2.229, 0.098477
2.23, 0.098477
2.231, 0.098477
2.232, 0.098477
2.233, 0.098477
2.234, 0.098477
2.235, 0.098477
2.236, 0.098477
2.237, 0.098477
2.238, 0.098477
2.239, 0.098477
2.24, 0.098477
2.241, 0.098477
2.242, 0.098477
2.243, 0.098477
2.244, 0.098477
2.245, 0.098477
2.246, 0.098477
2.247, 0.098477
2.248, 0.098477
2.249, 0.098477
2.25, 0.098477
2.251, 0.098477
2.252, 0.098477
2.253, 0.098477
2.254, 0.098477
2.255, 0.098477
2.256, 0.098477
2.257, 0.098477
2.258, 0.098477
2.259, 0.098477
2.26, 0.098477
2.261, 0.098477
2.262, 0.098477
2.263, 0.098477
2.264, 0.098477
2.265, 0.098477
2.266, 0.098477
2.267, 0.098477
2.268, 0.098477
2.269, 0.098477
2.27, 0.098477
2.271, 0.098477
2.272, 0.098477
2.273, 0.098477
2.274, 0.098477
2.275, 0.098477
2.276, 0.098477
2.277, 0.098477
2.278, 0.098477
2.279, 0.098477
2.28, 0.098477
2.281, 0.098477
2.282, 0.098477
2.283, 0.098477
2.284, 0.098477
2.285, 0.098477
2.286, 0.098477
2.287, 0.098477
2.288, 0.098477
2.289, 0.098477
2.29, 0.098477
2.291, 0.098477
2.292, 0.098477
2.293, 0.098477
2.294, 0.098477
2.295, 0.098477
2.296, 0.098477
2.297, 0.098477
2.298, 0.098477
2.299, 0.098477
2.3, 0.088629
2.301, 0.088629
2.302, 0.088629
2.303, 0.088629
2.304, 0.088629
2.305, 0.088629
2.306, 0.088629
2.307, 0.088629
2.308, 0.088629
2.309, 0.088629
2.31, 0.088629
2.311, 0.088629
2.312, 0.088629
2.313, 0.088629
2.314, 0.088629
2.315, 0.088629
2.316, 0.088629
2.317, 0.088629
2.318, 0.088629
2.319, 0.088629
2.32, 0.088629
2.321, 0.088629
2.322, 0.088629
2.323, 0.088629
2.324, 0.088629
2.325, 0.088629
2.326, 0.088629
2.327, 0.088629
2.328, 0.088629
2.329, 0.088629
2.33, 0.088629
2.331, 0.088629
2.332, 0.088629
2.333, 0.088629
2.334, 0.088629
2.335, 0.088629
2.336, 0.088629
2.337, 0.088629
2.338, 0.088629
2.339, 0.088629
2.34, 0.088629
2.341, 0.088629
2.342, 0.088629
2.343, 0.088629
2.344, 0.088629
2.345, 0.088629
2.346, 0.088629
2.347, 0.088629
2.348, 0.088629
2.349, 0.088629
2.35, 0.088629
2.351, 0.088629
2.352, 0.088629
2.353, 0.088629
2.354, 0.088629
2.355, 0.088629
2.356, 0.088629
2.357, 0.088629
2.358, 0.088629
2.359, 0.088629
2.36, 0.088629
2.361, 0.088629
2.362, 0.088629
2.363, 0.088629
2.364, 0.088629
2.365, 0.088629
2.366, 0.088629
2.367, 0.088629
2.368, 0.088629
2.369, 0.088629
2.37, 0.088629
2.371, 0.088629
2.372, 0.088629
2.373, 0.088629
2.374, 0.088629
2.375, 0.088629
2.376, 0.088629
2.377, 0.088629
2.378, 0.088629
2.379, 0.088629
2.38, 0.088629
2.381, 0.088629
2.382, 0.088629
2.383, 0.088629
2.384, 0.088629
2.385, 0.088629
2.386, 0.088629
2.387, 0.088629
2.388, 0.088629
2.389, 0.088629
2.39, 0.088629
2.391, 0.088629
2.392, 0.088629
2.393, 0.088629
2.394, 0.088629
2.395, 0.088629
2.396, 0.088629
2.397, 0.088629
2.398, 0.088629
2.399, 0.088629
2.4, 0.079766
2.401, 0.079766
2.402, 0.079766
2.403, 0.079766
2.404, 0.079766
2.405, 0.079766
2.406, 0.079766
2.407, 0.079766
2.408, 0.079766
2.409, 0.079766
2.41, 0.079766
2.411, 0.079766
2.412, 0.079766
2.413, 0.079766
2.414, 0.079766
2.415, 0.079766
2.416, 0.079766
2.417, 0.079766
2.418, 0.079766
2.419, 0.079766
2.42, 0.079766
2.421, 0.079766
2.422, 0.079766
2.423, 0.079766
2.424, 0.079766
2.425, 0.079766
2.426, 0.079766
2.427, 0.079766
2.428, 0.079766
2.429, 0.079766
2.43, 0.079766
2.431, 0.079766
2.432, 0.079766
2.433, 0.079766
2.434, 0.079766
2.435, 0.079766
2.436, 0.079766
2.437, 0.079766
2.438, 0.079766
2.439, 0.079766
2.44, 0.079766
2.441, 0.079766
2.442, 0.079766
2.443, 0.079766
2.444, 0.079766
2.445, 0.079766
2.446, 0.079766
2.447, 0.079766
2.448, 0.079766
2.449, 0.079766
2.45, 0.079766
2.451, 0.079766
2.452, 0.079766
2.453, 0.079766
2.454, 0.079766
2.455, 0.079766
2.456, 0.079766
2.457, 0.079766
2.458, 0.079766
2.459, 0.079766
2.46, 0.079766
2.461, 0.079766
2.462, 0.079766
2.463, 0.079766
2.464, 0.079766
2.465, 0.079766
2.466, 0.079766
2.467, 0.079766
2.468, 0.079766
2.469, 0.079766
2.47, 0.079766
2.471, 0.079766
2.472, 0.079766
2.473, 0.079766
2.474, 0.079766
2.475, 0.079766
2.476, 0.079766
2.477, 0.079766
2.478, 0.079766
2.479, 0.079766
2.48, 0.079766
2.481, 0.079766
2.482, 0.079766
2.483, 0.079766
2.484, 0.079766
2.485, 0.079766
2.486, 0.079766
2.487, 0.079766
2.488, 0.079766
2.489, 0.079766
2.49, 0.079766
2.491, 0.079766
2.492, 0.079766
2.493, 0.079766
2.494, 0.079766
2.495, 0.079766
2.496, 0.079766
2.497, 0.079766
2.498, 0.079766
2.499, 0.079766
2.5, 0.071790
2.501, 0.071790
2.502, 0.071790
2.503, 0.071790
2.504, 0.071790
2.505, 0.071790
2.506, 0.071790
2.507, 0.071790
2.508, 0.071790
2.509, 0.071790
2.51, 0.071790
2.511, 0.071790
2.512, 0.071790
2.513, 0.071790
2.514, 0.071790
2.515, 0.071790
2.516, 0.071790
2.517, 0.071790
2.518, 0.071790
2.519, 0.071790
2.52, 0.071790
2.521, 0.071790
2.522, 0.071790
2.523, 0.071790
2.524, 0.071790
2.525, 0.071790
2.526, 0.071790
2.527, 0.071790
2.528, 0.071790
2.529, 0.071790
2.53, 0.071790
2.531, 0.071790
2.532, 0.071790
2.533, 0.071790
2.534, 0.071790
2.535, 0.071790
2.536, 0.071790
2.537, 0.071790
2.538, 0.071790
2.539, 0.071790
2.54, 0.071790
2.541, 0.071790
2.542, 0.071790
2.543, 0.071790
2.544, 0.071790
2.545, 0.071790
2.546, 0.071790
2.547, 0.071790
2.548, 0.071790
2.549, 0.071790
2.55, 0.071790
2.551, 0.071790
2.552, 0.071790
2.553, 0.071790
2.554, 0.071790
2.555, 0.071790
2.556, 0.071790
2.557, 0.071790
2.558, 0.071790
2.559, 0.071790
2.56, 0.071790
2.561, 0.071790
2.562, 0.071790
2.563, 0.071790
2.564, 0.071790
2.565, 0.071790
2.566, 0.071790
2.567, 0.071790
2.568, 0.071790
2.569, 0.071790
2.57, 0.071790
2.571, 0.071790
2.572, 0.071790
2.573, 0.071790
2.574, 0.071790
2.575, 0.071790
2.576, 0.071790
2.577, 0.071790
2.578, 0.071790
2.579, 0.071790
2.58, 0.071790
2.581, 0.071790
2.582, 0.071790
2.583, 0.071790
2.584, 0.071790
2.585, 0.071790
2.586, 0.071790
2.587, 0.071790
2.588, 0.071790
2.589, 0.071790
2.59, 0.071790
2.591, 0.071790
2.592, 0.071790
2.593, 0.071790
2.594, 0.071790
2.595, 0.071790
2.596, 0.071790
2.597, 0.071790
2.598, 0.071790
2.599, 0.071790
2.6, 0.064611
2.601, 0.064611
2.602, 0.064611
2.603, 0.064611
2.604, 0.064611
2.605, 0.064611
2.606, 0.064611
2.607, 0.064611
2.608, 0.064611
2.609, 0.064611
2.61, 0.064611
2.611, 0.064611
2.612, 0.064611
2.613, 0.064611
2.614, 0.064611
2.615, 0.064611
2.616, 0.064611
2.617, 0.064611
2.618, 0.064611
2.619, 0.064611
2.62, 0.064611
2.621, 0.064611
2.622, 0.064611
2.623, 0.064611
2.624, 0.064611
2.625, 0.064611
2.626, 0.064611
2.627, 0.064611
2.628, 0.064611
2.629, 0.064611
2.63, 0.064611
2.631, 0.064611
2.632, 0.064611
2.633, 0.064611
2.634, 0.064611
2.635, 0.064611
2.636, 0.064611
2.637, 0.064611
2.638, 0.064611
2.639, 0.064611
2.64, 0.064611
2.641, 0.064611
2.642, 0.064611
2.643, 0.064611
2.644, 0.064611
2.645, 0.064611
2.646, 0.064611
2.647, 0.064611
2.648, 0.064611
2.649, 0.064611
2.65, 0.064611
2.651, 0.064611
2.652, 0.064611
2.653, 0.064611
2.654, 0.064611
2.655, 0.064611
2.656, 0.064611
2.657, 0.064611
2.658, 0.064611
2.659, 0.064611
2.66, 0.064611
2.661, 0.064611
2.662, 0.064611
2.663, 0.064611
2.664, 0.064611
2.665, 0.064611
2.666, 0.064611
2.667, 0.064611
2.668, 0.064611
2.669, 0.064611
2.67, 0.064611
2.671, 0.064611
2.672, 0.064611
2.673, 0.064611
2.674, 0.064611
2.675, 0.064611
2.676, 0.064611
2.677, 0.064611
2.678, 0.064611
2.679, 0.064611
2.68, 0.064611
2.681, 0.064611
2.682, 0.064611
2.683, 0.064611
2.684, 0.064611
2.685, 0.064611
2.686, 0.064611
2.687, 0.064611
2.688, 0.064611
2.689, 0.064611
2.69, 0.064611
2.691, 0.064611
2.692, 0.064611
2.693, 0.064611
2.694, 0.064611
2.695, 0.064611
2.696, 0.064611
2.697, 0.064611
2.698, 0.064611
2.699, 0.064611
2.7, 0.058150
2.701, 0.058150
2.702, 0.058150
2.703, 0.058150
2.704, 0.058150
2.705, 0.058150
2.706, 0.058150
2.707, 0.058150
2.708, 0.058150
2.709, 0.058150
2.71, 0.058150
2.711, 0.058150
2.712, 0.058150
2.713, 0.058150
2.714, 0.058150
2.715, 0.058150
2.716, 0.058150
2.717, 0.058150
2.718, 0.058150
2.719, 0.058150
2.72, 0.058150
2.721, 0.058150
2.722, 0.058150
2.723, 0.058150
2.724, 0.058150
2.725, 0.058150
2.726, 0.058150
2.727, 0.058150
2.728, 0.058150
2.729, 0.058150
2.73, 0.058150
2.731, 0.058150
2.732, 0.058150
2.733, 0.058150
2.734, 0.058150
2.735, 0.058150
2.736, 0.058150
2.737, 0.058150
2.738, 0.058150
2.739, 0.058150
2.74, 0.058150
2.741, 0.058150
2.742, 0.058150
2.743, 0.058150
2.744, 0.058150
2.745, 0.058150
2.746, 0.058150
2.747, 0.058150
2.748, 0.058150
2.749, 0.058150
2.75, 0.058150
2.751, 0.058150
2.752, 0.058150
2.753, 0.058150
2.754, 0.058150
2.755, 0.058150
2.756, 0.058150
2.757, 0.058150
2.758, 0.058150
2.759, 0.058150
2.76, 0.058150
2.761, 0.058150
2.762, 0.058150
2.763, 0.058150
2.764, 0.058150
2.765, 0.058150
2.766, 0.058150
2.767, 0.058150
2.768, 0.058150
2.769, 0.058150
2.77, 0.058150
2.771, 0.058150
2.772, 0.058150
2.773, 0.058150
2.774, 0.058150
2.775, 0.058150
2.776, 0.058150
2.777, 0.058150
2.778, 0.058150
2.779, 0.058150
2.78, 0.058150
2.781, 0.058150
2.782, 0.058150
2.783, 0.058150
2.784, 0.058150
2.785, 0.058150
2.786, 0.058150
2.787, 0.058150
2.788, 0.058150
2.789, 0.058150
2.79, 0.058150
2.791, 0.058150
2.792, 0.058150
2.793, 0.058150
2.794, 0.058150
2.795, 0.058150
2.796, 0.058150
2.797, 0.058150
